药物id,对照组索引,x_6索引,x_24索引,剂量大小
Cc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)NCCN2CCCCC2)O[C@@H]1CO,DOS010_VCAP_6H_X1_B3_DUO52HI53LO:E09-1,DOS015_VCAP_6H_X4_F1B6_DUO52HI53LO:J13-1,DOS015_VCAP_24H_X1_B2_DUO53HI52LO:J13-1,5.04
OC[C@H]1N[C@@H](C#N)[C@H]1c1ccc(cc1)-c1cccc(F)c1,CPC020_VCAP_24H_X4_B5_DUO52HI53LO:N09-1,DOS022_VCAP_6H_X5_F1B6_DUO52HI53LO:G07-1,DOS022_VCAP_24H_X3_B3_DUO52HI53LO:G07-1,5.0
CCC(=O)N1[C@H]2Cn3c(ccc(-c4ccncc4)c3=O)[C@@H]1[C@@H]([C@H]2CO)C(=O)NC1Cc2ccccc2C1,DOS004_VCAP_6H_X3_B3_DUO52HI53LO:D12-1,DOS027_VCAP_6H_X5_F1B6_DUO52HI53LO:P01-1,DOS027_VCAP_24H_X2_B2_DUO52HI53LO:P01-1,5.0
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C1=O,DOS022_VCAP_6H_X5_F1B6_DUO52HI53LO:E09-1,DOS030_VCAP_6H_X2_F1B6_DUO52HI53LO:J01-1,DOS030_VCAP_24H_X3_B3_DUO52HI53LO:J01-1,4.95
COc1ccc(CN2C[C@@H](O)COC[C@H]3O[C@H](CC(=O)NCCN4CCCC4)CC[C@H]23)cc1,DOS002_VCAP_6H_X3_B3_DUO52HI53LO:E09-1,DOS025_VCAP_6H_X5_F1B6_DUO52HI53LO:E19-1,DOS025_VCAP_24H_X2_B3_DUO52HI53LO:E19-1,4.84
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(Cl)c3)ccc2OC[C@@H](C)NC[C@@H]1C,ERG004_VCAP_24H_X1_B1_DUO45HI44LO:O21-1,DOS010_VCAP_6H_X3_B3_DUO52HI53LO:P22-1,DOS010_VCAP_24H_X2_B2_DUO53HI52LO:P22-1,4.96
CN(C)c1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCc4ccc5OCOc5c4)O[C@H]3CO)c2c1,DOS018_VCAP_6H_X5_F1B6_DUO52HI53LO:F18-1,DOS018_VCAP_6H_X2_F1B6_DUO52HI53LO:F04-1,DOS018_VCAP_24H_X2_B3_DUO52HI53LO:F04-1,5.02
CC(C)(C)[S@@](=O)N1Cc2cc(nc(c2[C@H]1CCO)-c1cccc(c1)-c1ccccc1F)C(=O)NC1CCC1,ERG012_VCAP_24H_X3.A2_B7_DUO52HI53LO:H16-1,DOS020_VCAP_6H_X1_F1B6_DUO52HI53LO:D09-1,DOS020_VCAP_24H_X1_B2_DUO53HI52LO:D09-1,5.04
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,CPC011_VCAP_6H_X4_F1B5_DUO52HI53LO:E01-1,DOS022_VCAP_6H_X4_F1B6_DUO52HI53LO:I05-1,ERG014_VCAP_24H_X2_B10_DUO52HI53LO:C23-1,10.0
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,CPC020_VCAP_6H_X3_B4_DUO52HI53LO:M09-1,DOS030_VCAP_6H_X4_F1B6_DUO52HI53LO:I05-1,DOS027_VCAP_24H_X3_B3_DUO52HI53LO:I05-1,10.0
Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,DOS010_VCAP_6H_X3_B3_DUO52HI53LO:I21-1,DOS016_VCAP_6H_X5_F1B6_DUO52HI53LO:G20-1,ERG011_VCAP_24H_X2_B7_DUO52HI53LO:L05-1,10.0
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,DOS018_VCAP_6H_X2_F1B6_DUO52HI53LO:K16-1,DOS014_VCAP_6H_X4_F1B6_DUO52HI53LO:G03-1,DOS012_VCAP_24H_X2_B3_DUO52HI53LO:G03-1,10.0
COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,DOS016_VCAP_24H_X2_B3_DUO52HI53LO:J22-1,DOS023_VCAP_6H_X5_F1B6_DUO52HI53LO:M13-1,DOS027_VCAP_24H_X3_B3_DUO52HI53LO:M13-1,10.0
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,CPC011_VCAP_24H_X5_B5_DUO52HI53LO:M02-1,DOS011_VCAP_6H_X3_F1B6_DUO52HI53LO:K15-1,DOS015_VCAP_24H_X2_B3_DUO52HI53LO:K15-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,DOS001_VCAP_24H_X3_B3_DUO52HI53LO:F10-1,DOS019_VCAP_6H_X5_F1B6_DUO52HI53LO:E10-1,DOS023_VCAP_24H_X2_B3_DUO52HI53LO:E10-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,DOS027_VCAP_6H_X1_F1B6_DUO52HI53LO:I06-1,DOS018_VCAP_6H_X4_F1B6_DUO52HI53LO:C12-1,DOS030_VCAP_24H_X1_B2_DUO53HI52LO:C12-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,CPC007_VCAP_6H_X2_F1B4_DUO52HI53LO:N02-1,DOS020_VCAP_6H_X2_F1B6_DUO52HI53LO:C12-1,DOS022_VCAP_24H_X3_B3_DUO52HI53LO:C12-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,DOS011_VCAP_6H_X2_F1B6_DUO52HI53LO:C15-1,DOS008_VCAP_6H_X5_F1B6_DUO52HI53LO:E18-1,DOS030_VCAP_24H_X1_B2_DUO53HI52LO:E18-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,ERG015_VCAP_6H_X3_B10_DUO52HI53LO:B06-1,ERG015_VCAP_6H_X2_B10_DUO52HI53LO:I15-1,DOS012_VCAP_24H_X2_B3_DUO52HI53LO:M09-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,CPC019_VCAP_24H_X2_F2B4_DUO52HI53LO:B17-1,ERG015_VCAP_6H_X2_B10_DUO52HI53LO:K03-1,DOS026_VCAP_24H_X3_B3_DUO52HI53LO:E10-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,CPC005_A549_24H_X2_B3_DUO52HI53LO:E06-1,HOG002_A549_6H_X1_F1B10:P14-1,DOS046_A549_24H_X3_F3B4_DUO52HI53LO:A03-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,REP.A018_MCF7_24H_X3_B23:F09-2,HDAC001_MCF7_6H_X1_F1B3_DUO52HI53LO:A04-1,DOS050_MCF7_24H_X2_F2B3_DUO52HI53LO:I05-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,REP.A015_MCF7_24H_X2_B23:J16-2,RAD001_MCF7_6H_X1_F1B5_DUO52HI53LO:A03-1,DOS055_MCF7_24H_X3_F2B3_DUO52HI53LO:A03-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,CPC018_MCF7_6H_X2_B4_DUO52HI53LO:J15-1,MUC.CP003_MCF7_6H_X1_B7_DUO52HI53LO:A04-1,DOS055_MCF7_24H_X2_F2B3_DUO52HI53LO:N10-1,10.0
CC(=O)N[C@H]1C[C@H](C1)C(=O)Nc1cc(ccc1N)-c1ccc(F)cc1,RAD001_MCF7_6H_X2_F1B5_DUO52HI53LO:D01-1,HDAC001_MCF7_6H_X3_F1B3_DUO52HI53LO:P04-1,HDAC001_MCF7_24H_X1_F1B3_DUO52HI53LO:P04-1,0.15625
COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1,CPC008_MCF7_6H_X1_B3_DUO52HI53LO:M10-1,HDAC001_MCF7_6H_X3_F1B3_DUO52HI53LO:D06-1,HDAC002_MCF7_24H_X4_B7_DUO52HI53LO:O10-1,0.15625
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,LJP001_BT20_6H_X3_B3_DUO52HI53LO:L18-1,LJP002_BT20_6H_X2_F2B5_DUO52HI53LO:P20-1,LJP002_BT20_24H_X1_F2B5_DUO52HI53LO:P20-1,0.08
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,LJP002_BT20_24H_X2_F2B5_DUO52HI53LO:I18-1,LJP001_BT20_6H_X1_B2_DUO52HI53LO:I11-1,LJP001_BT20_24H_X1_B2_DUO52HI53LO:I11-1,10.0
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,LJP005_BT20_3H_X2_B17:F08-2,LJP002_BT20_6H_X2_F2B5_DUO52HI53LO:I07-1,LJP002_BT20_24H_X3_F2B5_DUO52HI53LO:I07-1,10.0
COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1,LJP006_BT20_24H_X3_B17:N22-2,LJP002_BT20_6H_X1_F2B5_DUO52HI53LO:N09-1,LJP002_BT20_24H_X3_F2B5_DUO52HI53LO:N09-1,0.4
C(Cc1c[nH]c2ccccc12)Nc1cccc(Nc2ccncc2)c1,LJP001_BT20_6H_X4_B2_DUO52HI53LO:D01-1,LJP002_BT20_6H_X3_F2B5_DUO52HI53LO:N17-1,LJP002_BT20_24H_X3_F2B5_DUO52HI53LO:N17-1,0.4
Cn1cc(cn1)-c1ccc2nnc(n2n1)C(F)(F)c1ccc2ncccc2c1,LJP005_BT20_3H_X3.L2_B17:J14-2,LJP002_BT20_6H_X3_F2B5_DUO52HI53LO:L11-1,LJP002_BT20_24H_X3_F2B5_DUO52HI53LO:L11-1,0.4
Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12,LJP006_BT20_3H_X3.L2_B17:J14-2,LJP001_BT20_6H_X1_B2_DUO52HI53LO:N06-1,LJP001_BT20_24H_X3_B2_DUO53HI52LO:N06-1,0.08
NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1,LJP002_BT20_24H_X1_F2B5_DUO52HI53LO:K18-1,LJP001_BT20_6H_X1_B2_DUO52HI53LO:K04-1,LJP001_BT20_24H_X3_B2_DUO53HI52LO:K04-1,2.0
NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1,LJP001_BT20_24H_X2_B2_DUO52HI53LO:K17-1,LJP001_BT20_6H_X2_B3_DUO52HI53LO:K04-1,LJP001_BT20_24H_X2_B2_DUO52HI53LO:K04-1,2.0
CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,LJP001_BT20_6H_X1_B2_DUO52HI53LO:J17-1,LJP001_BT20_6H_X1_B2_DUO52HI53LO:M09-1,LJP001_BT20_24H_X2_B2_DUO52HI53LO:M09-1,10.0
CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,LJP001_BT20_24H_X1_B2_DUO52HI53LO:O24-1,LJP001_BT20_6H_X3_B3_DUO52HI53LO:M10-1,LJP001_BT20_24H_X4_B2_DUO53HI52LO:M10-1,2.0
CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,LJP001_BT20_24H_X1_B2_DUO52HI53LO:O24-1,LJP001_BT20_6H_X4_B2_DUO52HI53LO:M10-1,LJP001_BT20_24H_X4_B2_DUO53HI52LO:M10-1,2.0
COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,LJP006_BT20_24H_X2_B17:F08-2,LJP001_BT20_6H_X2_B3_DUO52HI53LO:I16-1,LJP001_BT20_24H_X1_B2_DUO52HI53LO:I16-1,2.0
CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1,LJP006_BT20_24H_X2_B17:J16-2,LJP001_BT20_6H_X1_B2_DUO52HI53LO:L09-1,LJP001_BT20_24H_X4_B2_DUO53HI52LO:L09-1,0.4
CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1,LJP005_BT20_24H_X2_B17:J17-2,LJP001_BT20_6H_X1_B2_DUO52HI53LO:P03-1,LJP001_BT20_24H_X4_B2_DUO53HI52LO:P03-1,0.4
CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12,LJP006_BT20_3H_X2_B17:A05-2,LJP001_BT20_6H_X4_B2_DUO52HI53LO:P14-1,LJP001_BT20_24H_X2_B2_DUO52HI53LO:P14-1,0.08
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,LJP002_BT20_6H_X2_F2B5_DUO52HI53LO:L17-1,LJP002_BT20_6H_X2_F2B5_DUO52HI53LO:C15-1,LJP002_BT20_24H_X3_F2B5_DUO52HI53LO:C15-1,10.0
NC(=O)Nc1cc(sc1C(=O)N[C@@H]1CCCNC1)-c1cccc(F)c1,LJP006_HS578T_24H_X2_B17:A06-2,LJP001_HS578T_6H_X1_F2B5_DUO52HI53LO:B14-1,LJP001_HS578T_24H_X1_F2B5_DUO52HI53LO:B14-1,0.08
Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,LJP006_HS578T_24H_X2_B17:A03-2,LJP001_HS578T_6H_X1_F2B5_DUO52HI53LO:J24-1,LJP001_HS578T_24H_X2_F2B5_DUO52HI53LO:J24-1,0.08
Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,LJP006_HS578T_24H_X2_B17:A03-2,LJP001_HS578T_6H_X3_F2B5_DUO52HI53LO:J24-1,LJP001_HS578T_24H_X2_F2B5_DUO52HI53LO:J24-1,0.08
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,LJP002_HS578T_6H_X3_F2B5_DUO52HI53LO:H08-1,LJP002_HS578T_6H_X1_F2B5_DUO52HI53LO:N15-1,LJP002_HS578T_24H_X1_F2B5_DUO52HI53LO:N15-1,0.4
NC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,LJP006_HS578T_24H_X2_B17:F09-2,LJP001_HS578T_6H_X3_F2B5_DUO52HI53LO:D23-1,LJP001_HS578T_24H_X3_F2B5_DUO52HI53LO:D23-1,0.4
CNC(=O)c1ccc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)nc1,LJP002_HS578T_24H_X2_F2B5_DUO52HI53LO:K17-1,LJP001_HS578T_6H_X1_F2B5_DUO52HI53LO:D10-1,LJP001_HS578T_24H_X3_F2B5_DUO52HI53LO:D10-1,0.08
COc1cc(OC)cc(c1)-c1ccc2ncc3ccc(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1,LJP005_HS578T_24H_X1_B17:N23-2,LJP001_HS578T_6H_X3_F2B5_DUO52HI53LO:D17-1,LJP001_HS578T_24H_X1_F2B5_DUO52HI53LO:D17-1,0.4
OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2F)cc1,LJP001_HS578T_24H_X2_F2B5_DUO52HI53LO:O23-1,LJP001_HS578T_6H_X2_F2B5_DUO52HI53LO:K24-1,LJP001_HS578T_24H_X1_F2B5_DUO52HI53LO:K24-1,2.0
FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1,LJP005_HS578T_3H_X2_B17:B05-2,LJP002_HS578T_6H_X2_F2B5_DUO52HI53LO:P11-1,LJP002_HS578T_24H_X1_F2B5_DUO52HI53LO:P11-1,0.4
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,LJP002_HS578T_6H_X2_F2B5_DUO52HI53LO:K18-1,LJP001_HS578T_6H_X1_F2B5_DUO52HI53LO:H16-1,LJP001_HS578T_24H_X2_F2B5_DUO52HI53LO:H16-1,0.08
O=C1c2ccccc2-c2n[nH]c3cccc1c23,LJP006_HS578T_24H_X2_B17:N24-2,LJP002_HS578T_6H_X3_F2B5_DUO52HI53LO:N02-1,LJP002_HS578T_24H_X2_F2B5_DUO52HI53LO:N02-1,0.08
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(cc3)N3CCN(C)CC3)n2)c(OC)c1,LJP001_HS578T_24H_X2_F2B5_DUO52HI53LO:G08-1,LJP001_HS578T_6H_X3_F2B5_DUO52HI53LO:G12-1,LJP001_HS578T_24H_X2_F2B5_DUO52HI53LO:G12-1,2.0
CC1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O,LJP006_MCF10A_24H_X2_B17:J15-2,LJP002_MCF10A_6H_X2_F2B5_DUO52HI53LO:I11-1,LJP002_MCF10A_24H_X3_F2B5_DUO52HI53LO:I11-1,10.0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12,LJP005_MCF10A_24H_X3_B17:A06-2,LJP001_MCF10A_6H_X3_B3_DUO52HI53LO:H20-1,LJP001_MCF10A_24H_X3_B2_DUO53HI52LO:H20-1,0.08
COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,LJP006_MCF10A_3H_X2_B17:N22-2,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:B15-1,LJP001_MCF10A_24H_X1_B2_DUO52HI53LO:B15-1,0.4
CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O,LJP006_MCF10A_3H_X1_B17:N22-2,LJP001_MCF10A_6H_X4_B2_DUO53HI52LO:H17-1,LJP001_MCF10A_24H_X3_B2_DUO53HI52LO:H17-1,0.4
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,LJP006_MCF10A_24H_X3_B17:J14-2,LJP002_MCF10A_6H_X3_F2B5_DUO52HI53LO:O18-1,LJP002_MCF10A_24H_X2_F2B5_DUO52HI53LO:O18-1,2.0
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC,LJP001_MCF10A_24H_X1_B2_DUO52HI53LO:O24-1,LJP001_MCF10A_6H_X2_B2_DUO53HI52LO:C08-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:C08-1,2.0
Ic1cccc(CSc2nnc(o2)c3ccncc3)c1,LJP002_MCF10A_24H_X2_F2B5_DUO52HI53LO:G07-1,LJP001_MCF10A_6H_X4_B2_DUO53HI52LO:F18-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:F18-1,0.08
COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC,LJP001_MCF10A_6H_X3_B3_DUO52HI53LO:C02-1,LJP001_MCF10A_6H_X2_B2_DUO53HI52LO:F24-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:F24-1,0.08
COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC,LJP006_MCF10A_3H_X2_B17:J15-2,LJP001_MCF10A_6H_X4_B2_DUO53HI52LO:E24-1,LJP001_MCF10A_24H_X3_B2_DUO53HI52LO:E24-1,2.0
O=c1[nH]c2ccccc2n1C3CCN(Cc4ccc(cc4)c5nc6cc7[nH]cnc7cc6nc5c8ccccc8)CC3,LJP002_MCF10A_6H_X1_F2B5_DUO52HI53LO:O24-1,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:H03-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:H03-1,0.4
COc1cc(ccc1Nc1ncc2N(C)C(=O)CC(C)N(C3CCCC3)c2n1)C(=O)NC1CCN(C)CC1,LJP002_MCF10A_6H_X1_F2B5_DUO52HI53LO:D01-1,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:M08-1,LJP001_MCF10A_24H_X2_B2_DUO53HI52LO:M08-1,2.0
CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,LJP006_MCF10A_24H_X2_B17:J17-2,LJP001_MCF10A_6H_X3_B3_DUO52HI53LO:M09-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:M09-1,10.0
Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F,LJP002_MCF10A_6H_X3_F2B5_DUO52HI53LO:O24-1,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:I08-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:I08-1,2.0
CN(c1ncccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O,LJP005_MCF10A_24H_X1_B17:F12-2,LJP001_MCF10A_6H_X4_B2_DUO53HI52LO:M12-1,LJP001_MCF10A_24H_X1_B2_DUO52HI53LO:M12-1,2.0
Cc1ccc(cc1NC(=O)C=C)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cn[nH]c1,LJP005_MCF10A_24H_X2_B17:A04-2,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:M18-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:M18-1,2.0
N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,LJP005_MCF10A_24H_X2_B17:N20-2,LJP002_MCF10A_6H_X1_F2B5_DUO52HI53LO:G22-1,LJP002_MCF10A_24H_X3_F2B5_DUO52HI53LO:G22-1,2.0
COc1nccc(n1)-c1c(ncn1[C@H]1CC[C@H](O)CC1)-c1ccc(F)cc1,LJP005_MCF10A_24H_X2_B17:F08-2,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:G06-1,LJP001_MCF10A_24H_X1_B2_DUO52HI53LO:G06-1,2.0
Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C,LJP005_MCF10A_24H_X3_B17:N22-2,LJP002_MCF10A_6H_X1_F2B5_DUO52HI53LO:F09-1,LJP002_MCF10A_24H_X2_F2B5_DUO52HI53LO:F09-1,0.4
COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,LJP005_MCF10A_3H_X1_B17:F08-2,LJP001_MCF10A_6H_X1_B2_DUO52HI53LO:P18-1,LJP001_MCF10A_24H_X4_B3_DUO52HI53LO:P18-1,0.08
CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1,LJP005_MDAMB231_24H_X2.L2_B17:J13-2,LJP001_MDAMB231_6H_X1_B2_DUO53HI52LO:H09-1,LJP001_MDAMB231_24H_X3_B2_DUO52HI53LO:H09-1,0.4
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1,LJP006_MDAMB231_24H_X1.A2_B17:F07-2,LJP001_MDAMB231_6H_X4_B2_DUO53HI52LO:E21-1,LJP001_MDAMB231_24H_X1_B3_DUO52HI53LO:E21-1,10.0
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO,LJP005_MDAMB231_3H_X1_B17:N19-2,LJP001_MDAMB231_6H_X4_B2_DUO53HI52LO:K01-1,LJP001_MDAMB231_24H_X1_B3_DUO52HI53LO:K01-1,10.0
COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1,LJP005_MDAMB231_24H_X1_B17:J13-2,LJP002_MDAMB231_6H_X3_F2B5_DUO52HI53LO:N10-1,LJP002_MDAMB231_24H_X3_F2B5_DUO52HI53LO:N10-1,0.08
COc1cc2ncnc(-n3nc(nc3N)-c3ccccn3)c2cc1OC,LJP006_MDAMB231_3H_X2_B17:A03-2,LJP001_MDAMB231_6H_X2_B3_DUO52HI53LO:B20-1,LJP001_MDAMB231_24H_X4_B2_DUO52HI53LO:B20-1,0.08
COc1cc2ncnc(-n3nc(nc3N)-c3ccccn3)c2cc1OC,LJP005_MDAMB231_3H_X1_B17:J13-2,LJP001_MDAMB231_6H_X4_B2_DUO53HI52LO:B20-1,LJP001_MDAMB231_24H_X3_B2_DUO52HI53LO:B20-1,0.08
C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,LJP005_MDAMB231_24H_X3.L2_B17:J16-2,LJP002_MDAMB231_6H_X3_F2B5_DUO52HI53LO:D20-1,LJP002_MDAMB231_24H_X2_F2B5_DUO52HI53LO:D20-1,0.08
CNC(=O)c1ccc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)nc1,LJP001_MDAMB231_6H_X3_B3_DUO52HI53LO:H07-1,LJP001_MDAMB231_6H_X1_B2_DUO53HI52LO:D10-1,LJP001_MDAMB231_24H_X2_B2_DUO52HI53LO:D10-1,0.08
O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1,LJP002_MDAMB231_6H_X2_F2B5_DUO52HI53LO:D02-1,LJP001_MDAMB231_6H_X1_B2_DUO53HI52LO:N16-1,LJP001_MDAMB231_24H_X4_B2_DUO52HI53LO:N16-1,0.08
O=c1cc(oc2c(cccc12)-c1cccc2c3ccccc3sc12)N1CCOCC1,LJP005_MDAMB231_3H_X2_B17:N23-2,LJP001_MDAMB231_6H_X1_B2_DUO53HI52LO:K12-1,LJP001_MDAMB231_24H_X2_B2_DUO52HI53LO:K12-1,2.0
FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1,LJP006_MDAMB231_24H_X2_B17:B06-2,LJP002_MDAMB231_6H_X1_F2B5_DUO52HI53LO:P11-1,LJP002_MDAMB231_24H_X2_F2B5_DUO52HI53LO:P11-1,0.4
OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,LJP002_MDAMB231_6H_X1_F2B5_DUO52HI53LO:G08-1,LJP002_MDAMB231_6H_X1_F2B5_DUO52HI53LO:D06-1,LJP002_MDAMB231_24H_X1_F2B5_DUO52HI53LO:D06-1,0.08
